TAXON_ORDER,SPECIES_CODE,COMMON_NAME,REASON,PRIORITY,PARTNER_REQUEST,CONT_MAX,CUSTOM_TAX_YEAR,BOW_LINK,MODEL_AS_RESIDENT,SUMMARIZE_AS_RESIDENT,LAND,STATUS,REVIEWER,LAST_REVIEWER,ANIMATION_QUALITY,NONBREEDING_START,NONBREEDING_END,PREBREEDING_MIGRATION_START,PREBREEDING_MIGRATION_END,BREEDING_START,BREEDING_END,POSTBREEDING_MIGRATION_START,POSTBREEDING_MIGRATION_END,RESIDENT_START,RESIDENT_TREND_START,RESIDENT_TREND_END,RESIDENT_END,NONBREEDING_QUALITY,PREBREEDING_MIGRATION_QUALITY,BREEDING_QUALITY,POSTBREEDING_MIGRATION_QUALITY,FULL_YEAR_QUALITY,SENSITIVE,FORCE_GLOBAL_PROJ,CUSTOM_ES,notes,LAST_SUBMISSION_TIME
6289,litbut1,Little Buttonquail,Australia,1,TRUE,Oceania,,https://birdsoftheworld.org/bow/species/litbut1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,06-07,07-26,,,11-01,04-05,,,,,,,2,0,2,0,2,,,,"Eastern edge is a little imprecise, but amazing that we capture the seasonal shift in and out of the SE.",2025-02-27T17:50:21.709Z
6297,paibut,Painted Buttonquail,Australia,1,,Oceania,,https://birdsoftheworld.org/bow/species/paibut/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,Seems to match the data quite well. Nice.,2025-02-14T21:23:40.178Z
6329,indcou1,Indian Courser,India,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/indcou1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,PS,2,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,,"2025: Range in Pakistan overestimated. Rest of India range good, but a bit tight at the edges, e.g, SW edge of range underestimated near Mysuru; also tiny bit in EC India; scattered records in N India and W Nepal not represented. Animation map overestimates NW edge of range.

2023: Good except for some extrapolation along Pakistani border.",2025-02-18T23:22:12.738Z
6353,oripra,Oriental Pratincole,Asia,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/oripra/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,PS,1,12-13,01-11,02-15,05-17,05-24,07-05,08-23,11-08,,,,,1,2,1,2,2,,,,"2025: Animation borderline 2, shows movements pretty well but has some weird flickers during post-breeding. Static maps a mixed bag. Breeding overextrapolated in India (and also hard to evaluate there due to differences in breeding timing). Underextrapolates in a major way in NE China/SW Russia. Nonbreeding overextrapolates into inland NW Australia.

2023: Nonbreeding has terrible inland extrap this year. Needed to clean up a lot of dates.",2025-03-18T22:19:44.985Z
6347,colpra,Collared Pratincole,Africa,1,TRUE,Africa,,https://birdsoftheworld.org/bow/species/colpra/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,IJD,0,11-08,03-01,03-08,05-24,05-31,08-02,08-09,11-01,,,,,2,1,1,1,1,,,,"Overextrap in Iran and arid Middle East in breeding; migration decent in the areas it covers, but misses a significant amount of passage; winter covering many of the core regions, but still missing lots of C and W Africa.",2025-03-03T18:22:58.140Z
6358,lotjae,Long-tailed Jaeger,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/lotjae/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,2,,,03-15,05-31,06-07,07-19,07-26,10-18,,,,,0,1,2,1,2,,,,"Missing a lot of Russia, but migrations and open water ranges during breeding are very decent.",2025-01-20T22:00:08.939Z
6361,parjae,Parasitic Jaeger,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/parjae/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,2,12-20,03-15,03-22,05-31,06-07,06-28,07-05,12-13,,,,,1,1,2,1,2,,,,Missing lots of Russia. Breeding is probably a bit overpredicted in Hudson Bay and around Iceland. Greenland extrap cleaned up.,2025-02-16T14:54:52.478Z
6368,brnsku3,Brown Skua,New Zealand,1,,Antarctica,,https://birdsoftheworld.org/bow/species/brnsku3/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,NZBA,0,,,,,,,,,,,,,0,0,0,0,0,,,,"Again underestimates distribution, but has some strong elements where it's picking up the species movements around and off breeding areas. Post-breeding movements picked up OK but then it drops off likely again due to a lack of data and the movements shown seem to correlate well with the Heritage Expeditions that are run at certain times of year. Tom: missing too much of the South American open water pop.",2025-03-21T13:14:25.461Z
6363,pomjae,Pomarine Jaeger,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/pomjae/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,01-11,02-22,03-01,05-31,06-07,06-21,06-28,01-04,,,,,1,1,1,1,1,,TRUE,0.5,"Missing much of Russia and nonbreeding. Certainly overextrapolated in Beaufort Sea during nonbreeding season and possibly around Svalbard, but seems more realistic there.",2025-03-04T13:21:21.071Z
6366,gresku1,Great Skua,Europe,1,TRUE,Other,,https://birdsoftheworld.org/bow/species/gresku1/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,11-22,03-22,03-29,05-17,05-24,07-12,07-19,11-15,,,,,1,1,2,1,1,,,,"Breeding really isn't bad, except for the eastern part of the range in Russia. Nonbreeding obviously very conservative and missing large swathes of the range, only really decent around Spain. ",2025-03-06T18:50:59.117Z
6367,chisku1,Chilean Skua,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/chisku1/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,VPM,1,05-31,08-23,,,12-06,03-08,,,,,,,1,0,3,0,1,,,,"Austral summer looks ok, but from May to September it lacks information to accurately show its distribution, it shows a lot of empty spaces in areas where it should winter. ",2025-02-21T03:31:05.425Z
6372,sopsku1,South Polar Skua,US/CA,1,,Antarctica,,https://birdsoftheworld.org/bow/species/sopsku1/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,05-17,10-18,,,,,,,,,,,1,0,0,0,1,,,0.5,Some okay signal in North America for nonbreeding. Pushes too far into Vancouver and North Carolina bays.,2025-03-03T20:49:07.799Z
6377,rhiauk,Rhinoceros Auklet,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/rhiauk/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,2,12-06,02-15,02-22,05-24,06-28,08-16,08-23,11-29,,,,,2,2,2,2,2,,,,"Missing most of the East Asian population throughout the year. Probably overpredicted off Haida Gwaii, so removed some of those weeks. Breeding should go further out Aleutian peninsula. Overall, decent.",2025-01-07T01:57:46.595Z
6378,tufpuf,Tufted Puffin,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/tufpuf/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,,,04-05,05-24,05-31,07-19,07-26,10-11,,,,,0,1,1,1,1,,,,General extents are good. Pushes a little too far inland on some Alaskan and BC coastal inlets.,2025-01-07T22:33:14.636Z
6388,leaauk,Least Auklet,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/leaauk/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,0,,,,,06-21,07-19,08-09,10-04,,,,,0,0,0,0,0,,,,Pushes too far east and west throughout all seasons.,2025-01-20T22:04:09.774Z
6389,whiauk,Whiskered Auklet,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/whiauk/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,0,,,,,06-28,07-12,,,,,,,0,0,0,0,0,,,,Can't salvage anything.,2025-01-07T01:45:06.109Z
6390,creauk,Crested Auklet,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/creauk/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,0,,,,,,,09-13,10-04,,,,,0,0,0,0,0,,,,Too patchy.,2025-01-14T15:48:39.044Z
6379,atlpuf,Atlantic Puffin,US/CA,1,,Europe,,https://birdsoftheworld.org/bow/species/atlpuf/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,2,12-06,03-01,03-08,05-17,05-24,08-23,08-30,11-29,,,,,0,1,1,1,1,,,,"Nonbreeding missing far too much. Missing West Greenland and Baffin birds during breeding. Breeding is probably too extensive along much of the east Greenland coast. British Isles, Iceland, Norway, Svalbard, Newfoundland and Maritimes, not bad.",2024-12-16T21:57:58.976Z
6394,kitmur,Kittlitz's Murrelet,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/kitmur/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,,,05-17,05-24,05-31,06-28,08-02,09-13,,,,,0,0,0,0,0,,,,Missing too much and pushing too far into some inlets.,2025-01-20T22:11:40.727Z
6383,horpuf,Horned Puffin,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/horpuf/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,0,,,05-10,06-14,06-28,07-26,09-06,10-18,,,,,0,1,1,1,1,,,,"Missing w. Pacific birds and some of Aleutians, but migrations and breeding are decently representative.",2025-01-20T22:16:54.931Z
6385,casauk,Cassin's Auklet,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/casauk/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,0,01-18,03-29,04-05,05-24,06-28,08-09,09-13,01-11,,,,,2,1,1,1,1,,,,All but non-breeding get predicted too far offshore during almost all weeks. ,2025-01-20T22:30:32.621Z
6391,parauk,Parakeet Auklet,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/parauk/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,,,05-17,06-14,06-21,07-05,08-02,10-04,,,,,0,1,2,1,1,,,,"Nonbreeding missing. Aside from missing most Russian breeders Kamchatchka west, the extent and densities for breeding and post-breeding are decent. Pre-breeding is a bit presumptive, that they're coming from south off the ocean, but has some decent data to support.",2025-01-07T02:05:26.580Z
6395,marmur,Marbled Murrelet,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/marmur/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,03-29,08-16,12-27,2,2,2,2,2,,,,A little sparse on Aleutians. Too far in towards Anchorage. ,2024-09-15T20:35:27.994Z
6396,blkgui,Black Guillemot,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/blkgui/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,0,12-13,03-01,03-08,04-26,05-24,08-02,09-20,12-06,,,,,1,1,1,1,1,,,,Forgiving some extrap onto interior Greenland to get the proper extent in Canada. Likely overextrapolated in deeper waters during breeding season. Animation quite noisy. Lots of offshore nonbreeding missing.,2024-12-16T22:09:34.239Z
6404,piggui,Pigeon Guillemot,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/piggui/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,11-22,02-08,02-15,04-05,04-12,07-05,09-20,11-15,,,,,2,2,2,2,2,,,,"Much better in Japan, only showing them where they really are during nonbreeding. Nonbreeding got patchier along west coast and through BC into Alaska this year. Still extrapolating inland in Russia during post-breeding so had to cut out dates.",2024-10-04T14:46:38.949Z
6412,razorb,Razorbill,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/razorb/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,2,12-13,03-15,03-22,05-24,05-31,08-02,08-09,12-06,,,,,2,2,2,2,2,,,,"Generally quite good. Missing a lot on w. Greenland, Baffin Bay, and Labrador Sea, and sparse n. Hudson Bay birds. Could potentially go a little further east in Mediterranean during nonbreeding. ",2025-01-20T21:47:47.320Z
6416,doveki,Dovekie,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/doveki/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,10-11,02-15,,,05-17,08-02,,,,,,,1,0,2,0,1,,,,"Breeding gets most of the area, except Russia and Alaskan birds. Only extrapolates a little too far north along e. Greenland. Nonbreeding is sparse overall, which is expected, but gets majority of well known areas.",2025-01-14T15:53:36.396Z
6419,thbmur,Thick-billed Murre,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/thbmur/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,2,12-20,03-01,03-08,05-24,05-31,08-02,08-16,12-13,,,,,1,2,2,2,2,,,,"Nonbreeding sparse. Breeding is good. A bit too far north on e. Greenland. Missing a bunch of Russia, obviously. Higher data density areas better: Canadian Maritimes, Iceland, Alaska.",2025-01-13T18:18:29.046Z
6438,xanmur1,Guadalupe Murrelet,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/xanmur1/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,,,,,,,,,,,,,,,,,,0,,,,No predictions.,
6424,commur,Common Murre,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/commur/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,2,11-15,02-15,02-22,05-31,06-07,08-02,08-09,11-08,,,,,1,1,2,2,2,,,,"Missing Okhotsk birds. Sparse in Labrador and Greenland. North Sea, N. America, and most of Alaska is decent. Too bad they blink out in nonbreeding in Canadian maritimes so much. Certainly overpredict in Gulf of Alaska offshore during nonbreeding. ",2025-01-14T15:37:35.047Z
6446,swtgul1,Swallow-tailed Gull,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/swtgul1/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,0,,,,,,,,,,,,,0,0,0,0,0,,,,Very noisy and overextrapolated around Galapagos.,2025-03-03T20:24:15.535Z
6433,ancmur,Ancient Murrelet,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/ancmur/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,11-22,03-29,04-05,05-31,06-07,08-02,08-09,11-15,,,,,2,1,2,2,2,,,,"Animation definitely overpredicts abundance at a few times of year, especially in Bering Sea. Missing much of Sea of Okhotsk and east of Kamchatcka. During breeding season, is likely overpredicted within the Bering Sea and south of the Aleutians. Nonbreeding incomplete in Sea of Japan and East China Sea. And likely more birds further offshore of west coast.",2024-12-16T15:38:07.689Z
6437,xanmur2,Scripps's Murrelet,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/xanmur2/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,07-05,09-27,,,12-27,03-29,,,,,,,1,0,1,0,1,,,0.5,Tough. Channel islands seems decent. Missing a good chunk of Mexico breeders. Nonbreeding pushes too far into SF Bay. Could potentially go further north too.,2025-03-03T20:46:24.321Z
6440,cramur,Craveri's Murrelet,Mexico,1,,North America,,https://birdsoftheworld.org/bow/species/cramur/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,07-12,09-27,,,01-25,04-12,,,,,,,1,0,1,0,1,,,0.5,"Breeding pushes birds too close to shore (especially a lot of bays and inlets), but the overall extent and abundances are good. Nonbreeding is great, but is missing birds up towards Farallones.",2025-02-27T16:26:02.165Z
6452,relkit,Red-legged Kittiwake,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/relkit/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,0,,,,,,,08-02,08-16,,,,,0,0,0,0,0,,,,"Some promising weeks in July and August, but still a bit too messy to figure out.",2025-01-07T01:50:19.338Z
6447,litgul,Little Gull,US/CA,1,,Europe,,https://birdsoftheworld.org/bow/species/litgul/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-20,03-01,03-08,06-07,06-14,07-12,07-19,12-13,,,,,2,2,2,2,2,,,,Still missing a lot of eastern Asia; Europe looks good! North America a little more appropriately sparse.,2024-10-01T14:12:29.897Z
6448,rosgul,Ross's Gull,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/rosgul/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,0,,,,,,,10-04,10-25,,,,,0,0,0,1,1,,,0.5,Gets a little of Alaska migration.,2025-01-28T15:34:21.372Z
6449,bklkit,Black-legged Kittiwake,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/bklkit/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,11-15,01-25,02-01,05-24,05-31,07-26,09-13,11-08,,,,,1,1,2,1,1,,,,"Missing a lot of Russian birds, especially during breeding, but I think extent with dates does a pretty good job of Europe, Greenland (maybe a bit too far up the east side), Baffin Bay, Maritimes, Alaska. Wish we could get just a little more in Russia. Wish nonbreeding filled in a little more across North Atlantic and around Japan. Interior representation is good.",2025-01-07T21:54:57.845Z
6454,ivogul,Ivory Gull,US/CA,1,,Europe,,https://birdsoftheworld.org/bow/species/ivogul/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,0,,,05-24,05-31,06-07,07-12,08-23,10-18,,,,,0,1,1,1,1,,,0.5,"Incomplete, but not terrible. Some extrapolation inland on Greenland, particularly during migration and dates set to exclude worst. No nonbreeding. ",2025-01-28T15:25:11.599Z
6455,sabgul,Sabine's Gull,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/sabgul/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,MTA,1,01-18,02-08,03-22,06-07,06-14,06-28,07-05,12-13,,,,,0,1,1,1,1,,,,Russia missing during breeding. Migrations gappy outside of North America. Breeding patchy in high arctic and likely a little overpredicted. Only a tiny bit of nonbreeding off South Africa,2025-02-07T13:27:07.119Z
6460,saugul2,Saunders's Gull,Asia,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/saugul2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,PS,2,11-29,03-01,03-08,05-10,05-31,07-05,10-04,11-22,,,,,2,2,2,2,2,,,,"2025: Animation not bad other than a brief flicker later in the summer. Static maps all quite good but just shy of perfect, some overextrapolation for all seasons.

2023: Extrapolation during almost every season this time, but I think dates can control.",2025-03-15T18:29:48.489Z
6462,bongul,Bonaparte's Gull,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/bongul/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,01-25,02-15,02-22,06-07,06-14,06-28,07-05,01-18,,,,,3,3,3,3,3,,,,Excellent. No extrap too far north this time around.,2024-10-11T19:45:54.639Z
6463,silgul2,Silver Gull,New Zealand,1,,Oceania,,https://birdsoftheworld.org/bow/species/silgul2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,NZBA,3,,,,,,,,,12-06,11-15,03-22,03-22,3,3,3,3,3,,,,NZ looks great to us with no (questionable) inland records affecting the model. ,2024-10-31T03:43:55.739Z
6468,blbgul1,Black-billed Gull,New Zealand,1,,Oceania,,https://birdsoftheworld.org/bow/species/blbgul1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,NZBA,3,03-01,08-30,,,09-06,02-22,,,,,,,3,0,3,0,3,,,,"Looks good, no extrapolation to Auckland Islands.",2024-08-06T20:17:15.220Z
6470,andgul1,Andean Gull,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/andgul1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,VPM,1,04-05,08-30,09-06,10-04,10-11,03-01,03-08,03-29,,,,,3,2,2,3,2,,,,"Too noisy, several points in the coast appear and disappear from week to week, like the entire july by example.",2024-12-12T00:56:44.381Z
6471,brhgul2,Brown-hooded Gull,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/brhgul2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,VPM,2,03-22,07-12,07-19,09-06,09-13,01-25,02-01,03-15,,,,,3,2,3,2,2,,,,"Overall OK, some random contraction/expansion within each season, the species is a partial migrant that disperses after breeding to the coasts, dates a bit hard to determine and not fully coincident with what is described for the species.",2025-02-12T16:36:01.444Z
6474,bkhgul,Black-headed Gull,US/CA,1,,Europe,,https://birdsoftheworld.org/bow/species/bkhgul/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-20,02-08,02-15,05-31,06-07,07-05,07-12,12-13,,,,,3,2,2,2,2,,,,Russia underpredicted overall. Nonbreeding looks great. ,2024-10-11T19:29:58.051Z
6477,bnhgul1,Brown-headed Gull,India,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/bnhgul1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,PS,2,12-06,03-01,03-08,05-31,06-07,08-23,08-30,11-29,,,,,1,1,2,2,2,,,,"2025: Much of range missing at edges and periphery. C Asia range missing; Much of N & E China underextrap. Nonbreeding range does better than breeding overall. Animation struggles in breeding & postbreeding.
2023: A bit hard to evaluate due to apparently really complex migrations. Animation flickers around too much for a high review, but the map overall seems to catch most seasons fairly well. Northern edge of the breeding range a bit off/underextrapolated, and southeastern margins of the winter range the same.",2025-03-18T04:01:01.298Z
6480,grhgul,Gray-hooded Gull,Chile,1,,South America,,https://birdsoftheworld.org/bow/species/grhgul/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,04-19,08-30,,,09-06,04-12,,,,,,,2,0,2,0,2,,,,"Africa is missing bunch of range, but not overextrapolating. Hard to capture the austral winter dispersal well, but some of it is there.",2025-02-25T15:59:08.738Z
